year,metric,is_GOP
2008,0.56,1
2008,0.62,1
2008,0.37,0
2008,0.41,0
2008,0.6,1
2008,0.59,1
2008,0.67,1
2008,0.65,1
2008,0.57,0
2008,0.38,0
2008,0.59,0
2008,0.71,1
2008,0.66,1
2008,0.63,1
2008,0.63,0
2008,0.47,0
2008,0.63,0
2008,0.68,1
2008,0.56,0
2008,0.27,0
2008,0.71,1
2008,0.63,1
2008,0.64,1
2008,0.71,1
2008,0.67,1
2008,0.65,1
2008,0.63,1
2008,0.75,1
2008,0.28,0
2008,0.6,1
2008,0.78,1
2008,0.66,1
2008,0.79,1
2008,0.68,1
2008,0.47,0
2008,0.4,0
2008,0.7,0
2008,0.26,0
2008,0.76,1
2008,0.42,0
2008,0.64,1
2008,0.63,1
2008,0.54,0
2008,0.61,1
2008,0.44,0
2008,0.63,1
2008,0.52,0
2008,0.5,0
2008,0.42,0
2008,0.23,0
2008,0.64,1
2008,0.58,1
2008,0.71,1
2008,0.65,0
2008,0.76,1
2008,0.37,0
2008,0.57,1
2008,0.55,0
2008,0.3,0
2008,0.54,1
2008,0.55,0
2008,0.62,1
2008,0.59,1
2008,0.34,0
2008,0.61,0
2008,0.52,1
2008,0.48,0
2008,0.41,0
2008,0.47,0
2008,0.5,0
2008,0.63,1
2008,0.57,1
2008,0.45,0
2008,0.19,0
2008,0.47,1
2008,0.45,0
2008,0.59,0
2008,0.58,1
2008,0.56,0
2008,0.52,1
2008,0.35,0
2008,0.46,0
2008,0.28,0
2008,0.62,1
2008,0.54,1
2008,0.47,0
2008,0.52,0
2008,0.7,1
